StockCode,CurrentPrice,OptimalPrice,PriceChange(%),CurrentQuantity,EstimatedQuantity,CurrentRevenue,EstimatedRevenue,RevenueGain,RevenueGain(%),Elasticity
90043,9.96,7.46,-25.15,1,2,9.96,14.91,4.95,49.7,-0.66
22810,2.95,3.73,26.32,1,4,2.95,14.91,11.96,405.27,-0.45
22991,1.95,2.48,27.22,12,6,23.4,14.88,-8.52,-36.39,-0.55
85130D,0.79,1.35,71.23,1,11,0.79,14.88,14.09,1783.51,1.28
21174,2.08,2.48,19.17,1,6,2.08,14.87,12.79,615.0,-0.08
22714,0.42,0.34,-19.57,12,44,5.04,14.86,9.82,194.91,-4.54
22984,0.42,0.34,-19.62,12,44,5.04,14.85,9.81,194.72,-4.19
21123,1.25,1.48,18.79,1,10,1.25,14.85,13.6,1087.9,0.89
23135,3.32,4.94,48.95,18,3,59.76,14.84,-44.92,-75.18,-2.86
85034C,1.25,2.12,69.51,5,7,6.25,14.83,8.58,137.32,-0.36
84375,2.1,1.85,-11.75,1,8,2.1,14.83,12.73,605.98,-1.07
22557,1.65,1.35,-18.35,2,11,3.3,14.82,11.52,349.07,-2.48
23425,0.79,2.46,211.83,12,6,9.48,14.78,5.3,55.91,-0.0
23188,1.65,1.85,11.88,12,8,19.8,14.77,-5.03,-25.41,-0.67
23140,4.15,3.69,-11.04,1,4,4.15,14.77,10.62,255.83,-2.88
22367,1.95,1.64,-15.88,8,9,15.6,14.76,-0.84,-5.37,-2.94
22258,1.25,0.98,-21.3,1,15,1.25,14.76,13.51,1080.5,-1.27
40016,8.29,0.43,-94.77,2,34,16.58,14.75,-1.83,-11.05,-1.21
22718,0.42,0.34,-20.22,12,44,5.04,14.74,9.7,192.54,-5.0
22390,0.39,2.46,529.95,12,6,4.68,14.74,10.06,214.97,-0.71
22026,0.42,0.33,-20.34,12,44,5.04,14.72,9.68,192.09,-4.67
22445,2.95,2.45,-16.86,2,6,5.9,14.72,8.82,149.43,-2.19
21974,1.45,1.23,-15.45,1,12,1.45,14.71,13.26,914.63,-1.98
23300,1.45,1.34,-7.81,48,11,69.6,14.7,-54.9,-78.87,-3.18
21316,0.79,2.1,165.82,6,7,4.74,14.7,9.96,210.13,0.85
23694,0.42,0.33,-20.48,12,44,5.04,14.7,9.66,191.59,-5.0
23268,1.45,1.83,26.49,2,8,2.9,14.67,11.77,405.95,-0.81
22896,2.55,2.09,-17.88,1,7,2.55,14.66,12.11,474.84,-2.52
85036B,1.25,1.63,30.29,3,9,3.75,14.66,10.91,290.86,-2.05
85107,1.69,2.09,23.73,48,7,81.12,14.64,-66.48,-81.96,-1.86
22609,1.63,0.22,-86.4,5,66,8.15,14.63,6.48,79.54,-2.37
21810,0.39,0.66,70.39,6,22,2.34,14.62,12.28,524.77,-0.62
22672,1.65,1.33,-19.5,12,11,19.8,14.61,-5.19,-26.21,-2.31
22074,0.39,1.46,274.49,12,10,4.68,14.61,9.93,212.08,-0.44
DOT,13.16,14.6,10.93,1,1,13.16,14.6,1.44,10.93,0.0
21588,2.55,2.09,-18.22,1,7,2.55,14.6,12.05,472.45,-1.91
22364,2.95,2.43,-17.55,1,6,2.95,14.59,11.64,394.68,-3.78
21891,1.45,1.12,-22.59,12,13,17.4,14.59,-2.81,-16.14,-2.34
23293,0.83,0.66,-20.1,8,22,6.64,14.59,7.95,119.74,-4.06
23281,0.83,0.66,-20.12,12,22,9.96,14.59,4.63,46.45,-5.49
37340,0.39,0.49,24.49,2,30,0.78,14.57,13.79,1767.4,-0.0
10135,1.25,1.46,16.42,10,10,12.5,14.55,2.05,16.42,-0.62
23367,0.65,0.52,-20.05,24,28,15.6,14.55,-1.05,-6.73,-4.58
21397,0.39,0.63,62.1,2,23,0.78,14.54,13.76,1764.13,-0.0
85130B,0.79,1.04,31.21,1,14,0.79,14.51,13.72,1736.98,-0.99
21155,2.55,2.07,-18.71,6,7,15.3,14.51,-0.79,-5.16,-2.05
22314,1.25,3.62,189.87,24,4,30.0,14.49,-15.51,-51.69,-0.02
35598D,0.65,0.91,39.34,48,16,31.2,14.49,-16.71,-53.55,-0.61
22312,2.95,3.62,22.74,10,4,29.5,14.48,-15.02,-50.9,-0.08
35637C,1.95,2.07,6.03,2,7,3.9,14.47,10.57,271.1,-2.98
17091J,0.38,0.44,15.38,66,33,25.08,14.47,-10.61,-42.31,-2.4
85178,2.46,1.03,-57.99,2,14,4.92,14.47,9.55,194.05,-2.04
22804,2.95,2.41,-18.36,1,6,2.95,14.45,11.5,389.84,-2.13
22930,2.55,2.06,-19.11,1,7,2.55,14.44,11.89,466.24,-2.29
22996,0.42,0.34,-20.08,11,43,4.62,14.43,9.81,212.43,-5.62
22732,1.25,1.11,-11.44,1,13,1.25,14.39,13.14,1051.28,-1.32
22123,0.79,1.8,127.46,24,8,18.96,14.38,-4.58,-24.18,-1.8
22483,2.55,2.4,-6.07,48,6,122.4,14.37,-108.03,-88.26,-2.64
22928,5.95,7.18,20.75,1,2,5.95,14.37,8.42,141.51,-0.79
23214,2.08,1.8,-13.69,1,8,2.08,14.36,12.28,590.52,-1.1
21709,4.95,4.78,-3.36,1,3,4.95,14.35,9.4,189.92,-1.26
21239,0.85,0.68,-19.75,8,21,6.8,14.33,7.53,110.66,-4.32
21791,1.25,1.02,-18.17,3,14,3.75,14.32,10.57,281.88,-2.09
20803,0.39,0.62,59.6,6,23,2.34,14.32,11.98,511.81,-0.28
84927A,0.39,1.19,205.49,6,12,2.34,14.3,11.96,510.99,-6.14
23183,3.75,3.57,-4.8,1,4,3.75,14.28,10.53,280.78,-2.23
22988,1.25,1.02,-18.49,1,14,1.25,14.26,13.01,1041.11,-1.67
21544,0.85,0.68,-20.17,1,21,0.85,14.25,13.4,1576.34,-2.81
85173,0.79,1.78,125.45,12,8,9.48,14.25,4.77,50.3,-1.42
23398,0.85,0.68,-20.19,1,21,0.85,14.25,13.4,1575.99,-4.65
85038,1.85,1.78,-3.93,48,8,88.8,14.22,-74.58,-83.99,-3.46
22883,1.95,2.03,4.11,1,7,1.95,14.21,12.26,628.78,0.05
15039,0.85,0.68,-20.49,1,21,0.85,14.19,13.34,1569.8,-4.21
23057,4.95,4.72,-4.61,1,3,4.95,14.17,9.22,186.18,-1.55
72799F,2.95,2.36,-20.0,2,6,5.9,14.16,8.26,140.0,-1.59
84988,1.45,1.18,-18.62,12,12,17.4,14.16,-3.24,-18.62,-1.69
21462,1.95,7.08,262.98,8,2,15.6,14.16,-1.44,-9.26,-0.0
22435,1.25,1.01,-19.3,1,14,1.25,14.12,12.87,1029.79,-2.55
85059,3.75,2.82,-24.76,2,5,7.5,14.11,6.61,88.1,-1.92
22304,2.1,2.82,34.24,36,5,75.6,14.1,-61.5,-81.36,-0.88
23334,0.63,0.5,-20.1,4,28,2.52,14.09,11.57,459.27,-1.72
21114,1.25,1.08,-13.28,10,13,12.5,14.09,1.59,12.73,-1.7
84031A,1.25,4.7,275.67,10,3,12.5,14.09,1.59,12.7,0.12
22715,0.42,0.34,-20.24,6,42,2.52,14.07,11.55,458.35,-5.0
85230E,0.29,0.22,-24.2,24,64,6.96,14.07,7.11,102.12,-3.15
21877,1.65,1.17,-28.95,12,12,19.8,14.07,-5.73,-28.95,-2.23
21520,0.42,0.33,-20.35,12,42,5.04,14.05,9.01,178.79,-5.0
21039,2.55,2.34,-8.17,1,6,2.55,14.05,11.5,450.97,-1.66
22343,0.19,0.44,131.0,24,32,4.56,14.04,9.48,208.0,-2.51
21221,1.25,1.56,24.84,1,9,1.25,14.04,12.79,1023.56,0.62
85230A,0.29,0.22,-25.52,24,65,6.96,14.04,7.08,101.72,-2.88
90210B,1.0,2.34,133.93,10,6,10.0,14.04,4.04,40.36,-0.69
90125A,2.1,1.28,-39.24,1,11,2.1,14.04,11.94,568.38,-0.67
84012,0.85,0.88,3.11,1,16,0.85,14.02,13.17,1549.78,-2.48
35923,0.39,0.38,-2.91,24,37,9.36,14.01,4.65,49.69,-4.07
20992,0.39,0.37,-5.51,1,38,0.39,14.0,13.61,3490.55,-4.97
23453,1.95,2.33,19.62,1,6,1.95,14.0,12.05,617.74,0.0
85204,0.12,0.15,26.67,8,92,0.96,13.98,13.02,1356.67,-5.25
23333,1.25,1.0,-20.12,3,14,3.75,13.98,10.23,272.78,-2.92
22792,0.72,0.7,-2.93,64,20,46.08,13.98,-32.1,-69.67,-2.15
21890,3.25,2.79,-14.01,6,5,19.5,13.97,-5.53,-28.34,-1.33
40001,0.85,0.66,-21.8,12,21,10.2,13.96,3.76,36.86,-1.3
22306,1.06,0.93,-12.25,6,15,6.36,13.95,7.59,119.37,-1.9
22452,2.95,3.48,18.13,1,4,2.95,13.94,10.99,372.51,-0.32
22081,1.65,1.39,-15.63,10,10,16.5,13.92,-2.58,-15.63,-2.06
22471,1.95,4.64,137.86,32,3,62.4,13.91,-48.49,-77.7,-0.86
21407,4.25,3.47,-18.27,1,4,4.25,13.89,9.64,226.94,-3.56
20723,0.85,0.69,-18.45,20,20,17.0,13.86,-3.14,-18.45,-3.75
22372,4.25,3.46,-18.58,2,4,8.5,13.84,5.34,62.84,-3.2
23517,2.89,2.31,-20.22,1,6,2.89,13.83,10.94,378.67,-1.5
21320,0.79,1.25,58.86,11,11,8.69,13.8,5.11,58.86,-1.25
85146,1.95,2.76,41.54,2,5,3.9,13.8,9.9,253.85,-1.28
85093,0.39,0.48,22.0,20,29,7.8,13.8,6.0,76.9,-1.45
22620,1.45,1.72,18.84,1,8,1.45,13.79,12.34,850.75,0.36
84970L,1.25,1.15,-8.1,12,12,15.0,13.78,-1.22,-8.1,-0.45
20754,2.1,1.72,-18.0,3,8,6.3,13.78,7.48,118.67,-3.72
22975,1.25,1.53,22.44,5,9,6.25,13.77,7.52,120.39,1.08
23006,0.42,0.34,-20.09,1,41,0.42,13.76,13.34,3176.42,-5.25
22717,0.42,0.34,-20.13,12,41,5.04,13.75,8.71,172.88,-5.0
85053,2.1,1.72,-18.16,2,8,4.2,13.75,9.55,227.37,-2.62
22819,0.42,0.34,-20.18,12,41,5.04,13.74,8.7,172.71,-5.0
84865,2.95,4.58,55.25,2,3,5.9,13.74,7.84,132.88,-1.53
22186,2.95,1.96,-33.55,6,7,17.7,13.72,-3.98,-22.47,-1.4
22671,1.65,1.37,-16.88,1,10,1.65,13.71,12.06,731.18,-2.27
22814,0.42,0.33,-20.36,12,41,5.04,13.71,8.67,172.09,-5.0
22584,2.55,2.74,7.5,12,5,30.6,13.71,-16.89,-55.21,-0.7
22450,3.35,2.74,-18.19,5,5,16.75,13.7,-3.05,-18.19,-3.07
21469,3.75,4.56,21.7,6,3,22.5,13.69,-8.81,-39.15,0.0
23058,0.79,0.91,15.52,12,15,9.48,13.69,4.21,44.4,-1.66
21878,0.85,0.68,-19.5,1,20,0.85,13.68,12.83,1509.99,-2.97
22446,1.25,2.73,118.58,12,5,15.0,13.66,-1.34,-8.92,-1.9
84884A,1.95,3.41,75.03,10,4,19.5,13.65,-5.85,-29.99,-2.1
22035,0.83,0.34,-58.88,1,40,0.83,13.65,12.82,1544.69,-4.19
22313,1.25,2.27,81.83,12,6,15.0,13.64,-1.36,-9.08,-1.33
22965,2.1,1.7,-18.9,6,8,12.6,13.62,1.02,8.13,-2.13
21914,1.25,1.51,21.04,12,9,15.0,13.62,-1.38,-9.22,-0.33
22976,1.25,1.51,21.02,12,9,15.0,13.61,-1.39,-9.24,0.33
22820,0.65,0.52,-19.51,12,26,7.8,13.6,5.8,74.4,-3.31
21989,0.85,0.68,-20.0,2,20,1.7,13.6,11.9,700.0,-4.56
22307,1.06,0.97,-8.49,4,14,4.24,13.58,9.34,220.28,-1.23
22743,0.79,2.26,186.36,12,6,9.48,13.57,4.09,43.18,-1.78
17003,0.39,0.27,-31.78,72,51,28.08,13.57,-14.51,-51.68,-1.7
84050,1.25,1.36,8.52,46,10,57.5,13.56,-43.94,-76.41,-2.5
21030,1.25,1.04,-16.63,3,13,3.75,13.55,9.8,261.26,-4.07
35817P,0.38,1.23,223.84,12,11,4.56,13.54,8.98,196.86,-1.18
22585,1.25,1.04,-16.76,12,13,15.0,13.53,-1.47,-9.83,-1.57
21744,2.95,3.38,14.61,1,4,2.95,13.52,10.57,358.43,-0.7
22966,1.25,1.04,-16.91,5,13,6.25,13.5,7.25,116.04,-2.13
84031B,1.25,3.37,169.97,14,4,17.5,13.5,-4.0,-22.87,-2.78
22286,0.39,0.96,147.22,1,14,0.39,13.5,13.11,3361.07,-1.31
20831,0.79,1.5,89.59,12,9,9.48,13.48,4.0,42.19,-2.6
22805,1.25,1.5,19.7,1,9,1.25,13.47,12.22,977.31,-0.93
90209C,2.1,1.68,-20.0,1,8,2.1,13.44,11.34,540.0,-4.65
20751,2.1,1.68,-20.0,1,8,2.1,13.44,11.34,540.0,-3.41
72349B,2.1,1.68,-20.0,1,8,2.1,13.44,11.34,540.0,-3.52
22338,0.19,0.25,33.43,24,53,4.56,13.44,8.88,194.65,-2.28
23090,0.83,1.03,24.52,24,13,19.92,13.44,-6.48,-32.55,0.4
22997,0.42,0.34,-20.06,24,40,10.08,13.43,3.35,33.23,-4.9
85035A,1.25,2.68,114.77,2,5,2.5,13.42,10.92,436.93,-2.05
20782,1.95,6.71,243.86,1,2,1.95,13.41,11.46,587.73,0.0
22879,1.95,1.91,-1.85,2,7,3.9,13.4,9.5,243.54,0.0
22888,1.95,1.91,-1.85,1,7,1.95,13.4,11.45,587.08,0.0
22310,1.65,1.49,-9.89,6,9,9.9,13.38,3.48,35.17,-2.97
90086,0.19,1.03,441.63,48,13,9.12,13.38,4.26,46.69,-2.39
84971S,0.39,1.03,163.84,48,13,18.72,13.38,-5.34,-28.54,-0.06
21508,0.42,0.34,-18.56,12,39,5.04,13.34,8.3,164.66,-3.96
17012A,0.85,1.33,56.42,5,10,4.25,13.3,9.05,212.85,-0.23
21874,1.45,1.11,-23.6,36,12,52.2,13.29,-38.91,-74.53,-2.32
21576,2.25,1.89,-15.81,6,7,13.5,13.26,-0.24,-1.78,-2.92
84969,4.25,4.42,3.98,1,3,4.25,13.26,9.01,211.94,-0.82
22437,0.85,1.02,19.89,5,13,4.25,13.25,9.0,211.73,0.0
16016,0.85,1.02,19.69,10,13,8.5,13.23,4.73,55.6,0.79
21442,0.19,0.57,202.36,24,23,4.56,13.21,8.65,189.76,-3.58
90164B,1.95,3.29,68.79,1,4,1.95,13.17,11.22,575.16,0.68
84032A,0.79,3.29,316.51,9,4,7.11,13.16,6.05,85.11,1.07
23292,1.25,1.01,-19.01,8,13,10.0,13.16,3.16,31.61,-2.64
90087,0.19,1.2,529.45,48,11,9.12,13.16,4.04,44.25,-1.0
21307,0.29,1.01,248.86,4,13,1.16,13.15,11.99,1033.79,-3.48
23415,0.39,1.64,321.54,12,8,4.68,13.15,8.47,181.03,1.09
20801,0.79,1.1,38.62,4,12,3.16,13.14,9.98,315.87,-0.96
21829,0.21,0.17,-18.86,36,77,7.56,13.12,5.56,73.56,-2.85
22246,1.95,1.87,-3.88,12,7,23.4,13.12,-10.28,-43.93,-1.85
22821,0.65,0.52,-19.34,12,25,7.8,13.11,5.31,68.04,-3.23
84832,0.85,0.69,-18.89,24,19,20.4,13.1,-7.3,-35.79,-2.46
23000,0.42,0.34,-20.06,24,39,10.08,13.09,3.01,29.91,-5.0
37370,1.65,1.01,-39.06,1,13,1.65,13.07,11.42,692.26,-2.48
23205,0.85,0.69,-19.22,10,19,8.5,13.05,4.55,53.48,-3.49
85061W,0.85,0.69,-19.24,24,19,20.4,13.04,-7.36,-36.06,-2.02
23216,1.25,1.09,-13.06,1,12,1.25,13.04,11.79,943.3,-1.61
22316,1.25,1.0,-20.0,1,13,1.25,13.0,11.75,940.0,-5.52
23368,0.65,0.52,-20.07,1,25,0.65,12.99,12.34,1898.32,-4.58
22907,0.85,0.68,-19.6,12,19,10.2,12.99,2.79,27.3,-4.06
23365,0.65,0.52,-20.09,5,25,3.25,12.98,9.73,299.53,-4.58
22733,1.25,1.44,15.41,3,9,3.75,12.98,9.23,246.24,-0.8
22391,0.39,1.85,375.24,24,7,9.36,12.97,3.61,38.61,-0.98
84827,0.65,0.65,-0.42,1,20,0.65,12.95,12.3,1891.63,-0.41
21415,0.79,1.62,104.82,1,8,0.79,12.94,12.15,1538.53,-1.6
22701,0.79,1.85,133.72,12,7,9.48,12.92,3.44,36.34,-1.32
23219,1.25,1.08,-13.87,12,12,15.0,12.92,-2.08,-13.87,-2.62
21015,0.29,0.26,-10.91,24,50,6.96,12.92,5.96,85.6,-4.55
84821,0.19,0.52,171.89,24,25,4.56,12.92,8.35,183.22,-1.09
22738,1.65,1.43,-13.05,10,9,16.5,12.91,-3.59,-21.75,-1.44
21913,3.75,3.22,-14.04,4,4,15.0,12.89,-2.11,-14.04,-1.96
22735,3.29,1.43,-56.53,4,9,13.16,12.87,-0.29,-2.18,-2.16
21903,1.85,2.56,38.6,48,5,88.8,12.82,-75.98,-85.56,-0.42
23141,0.79,4.27,440.31,12,3,9.48,12.81,3.33,35.08,0.82
47344B,0.83,1.16,40.24,10,11,8.3,12.8,4.5,54.27,2.34
21354,1.05,0.98,-6.35,24,13,25.2,12.78,-12.42,-49.28,-1.81
79030G,0.39,0.47,21.25,24,27,9.36,12.77,3.41,36.4,-1.31
21528,6.95,6.38,-8.16,1,2,6.95,12.77,5.82,83.68,-2.81
23002,0.42,0.34,-20.08,24,38,10.08,12.76,2.68,26.54,-5.0
23153,3.75,3.19,-15.03,4,4,15.0,12.75,-2.25,-15.03,-1.88
21993,1.25,1.82,45.64,1,7,1.25,12.74,11.49,919.45,1.17
22596,0.39,0.98,151.22,24,13,9.36,12.74,3.38,36.08,-1.03
22472,1.95,4.24,117.68,8,3,15.6,12.73,-2.87,-18.37,-2.21
22107,1.25,4.24,239.2,1,3,1.25,12.72,11.47,917.6,-0.04
22100,0.39,0.53,35.71,108,24,42.12,12.7,-29.42,-69.84,-2.91
22024,0.42,0.34,-18.3,12,37,5.04,12.7,7.66,151.91,-3.61
23434,0.79,1.05,33.46,5,12,3.95,12.65,8.7,220.31,0.58
22133,0.85,0.7,-17.38,2,18,1.7,12.64,10.94,643.6,-3.89
21908,2.1,1.8,-14.12,36,7,75.6,12.62,-62.98,-83.3,-1.31
21894,1.25,1.58,26.2,2,8,2.5,12.62,10.12,404.78,1.31
22508,3.75,3.15,-15.88,1,4,3.75,12.62,8.87,236.47,-1.99
21990,1.25,1.8,44.06,1,7,1.25,12.61,11.36,908.41,1.27
22216,0.29,0.6,106.96,24,21,6.96,12.6,5.64,81.09,-1.45
21787,0.85,1.05,23.53,24,12,20.4,12.6,-7.8,-38.23,-0.11
84509C,3.75,3.15,-16.0,2,4,7.5,12.6,5.1,68.0,-3.07
84755,0.65,0.52,-19.29,16,24,10.4,12.59,2.19,21.06,-1.62
22394,0.39,1.8,360.98,12,7,4.68,12.58,7.9,168.91,-0.8
22945,1.8,1.05,-41.93,6,12,10.8,12.54,1.74,16.15,-0.79
21294,0.39,0.6,53.08,4,21,1.56,12.54,10.98,703.65,0.36
21368,0.75,1.04,39.2,12,12,9.0,12.53,3.53,39.2,6.37
22195,1.65,2.09,26.42,2,6,3.3,12.52,9.22,279.25,0.08
22739,1.65,2.09,26.37,3,6,4.95,12.51,7.56,152.74,-0.25
22067,0.39,1.25,220.43,2,10,0.78,12.5,11.72,1502.15,-1.98
22262,0.85,0.69,-18.45,4,18,3.4,12.48,9.08,266.95,-3.48
22912,4.95,4.16,-16.0,2,3,9.9,12.47,2.57,26.0,-2.1
22881,1.95,2.08,6.56,2,6,3.9,12.47,8.57,219.67,-0.01
23514,2.08,2.49,19.73,1,5,2.08,12.45,10.37,498.63,0.76
22495,0.79,3.11,293.42,12,4,9.48,12.43,2.95,31.14,0.68
22082,1.65,1.38,-16.35,5,9,8.25,12.42,4.17,50.57,-1.82
22922,0.85,0.69,-18.92,12,18,10.2,12.4,2.2,21.62,-1.63
22582,2.55,3.1,21.58,1,4,2.55,12.4,9.85,386.3,0.0
21790,0.85,0.69,-19.03,1,18,0.85,12.39,11.54,1357.41,-2.7
21313,0.85,0.69,-19.08,1,18,0.85,12.38,11.53,1356.65,-2.0
22536,0.42,0.33,-20.5,24,37,10.08,12.35,2.27,22.57,-4.33
20832,0.72,0.69,-4.67,72,18,51.84,12.35,-39.49,-76.17,0.35
22885,1.95,2.06,5.44,1,6,1.95,12.34,10.39,532.62,0.05
21615,3.75,1.37,-63.47,1,9,3.75,12.33,8.58,228.81,-1.8
22811,1.25,2.46,97.17,12,5,15.0,12.32,-2.68,-17.84,-1.33
22363,2.95,2.46,-16.59,1,5,2.95,12.3,9.35,317.05,-2.66
20972,1.25,1.54,22.86,12,8,15.0,12.29,-2.71,-18.09,-0.41
85170B,2.1,1.54,-26.87,1,8,2.1,12.29,10.19,485.0,-2.58
21332,3.95,12.28,210.96,3,1,11.85,12.28,0.43,3.65,-0.0
23296,1.25,1.02,-18.14,1,12,1.25,12.28,11.03,882.35,-2.19
21804,3.75,3.07,-18.22,4,4,15.0,12.27,-2.73,-18.22,-2.09
20971,1.25,1.02,-18.24,2,12,2.5,12.26,9.76,390.55,-1.68
21616,3.75,1.36,-63.68,6,9,22.5,12.26,-10.24,-45.52,-1.85
22679,1.25,1.02,-18.36,1,12,1.25,12.25,11.0,879.7,-2.48
22643,0.79,2.45,210.02,2,5,1.58,12.25,10.67,675.05,0.34
22079,1.65,1.36,-17.57,2,9,3.3,12.24,8.94,270.94,-1.65
20770,2.55,2.04,-20.0,1,6,2.55,12.24,9.69,380.0,-3.89
84510A,1.25,1.02,-18.44,20,12,25.0,12.23,-12.77,-51.06,-3.48
84789,2.95,3.06,3.67,3,4,8.85,12.23,3.38,38.22,-3.23
21094,0.85,0.68,-20.06,12,18,10.2,12.23,2.03,19.91,-2.2
M,0.42,2.45,482.3,3,5,1.26,12.23,10.97,870.5,-0.58
22925,5.95,6.11,2.72,9,2,53.55,12.22,-41.33,-77.17,-1.25
22678,1.25,1.02,-18.52,1,12,1.25,12.22,10.97,877.77,-2.66
22395,0.39,1.53,291.23,36,8,14.04,12.21,-1.83,-13.06,-0.72
23198,1.25,1.22,-2.35,48,10,60.0,12.21,-47.79,-79.66,-2.52
21441,0.19,0.61,221.11,24,20,4.56,12.2,7.64,167.59,-3.17
85175,0.42,0.51,20.96,16,24,6.72,12.19,5.47,81.44,-0.26
22436,0.65,0.53,-18.46,20,23,13.0,12.19,-0.81,-6.23,-2.32
21465,3.75,3.05,-18.74,6,4,22.5,12.19,-10.31,-45.83,-1.26
22559,2.46,1.11,-54.98,2,11,4.92,12.18,7.26,147.62,-2.19
22887,1.95,2.03,4.11,1,6,1.95,12.18,10.23,524.67,0.0
17012B,0.85,0.87,1.92,1,14,0.85,12.13,11.28,1326.82,-1.48
21774,1.25,0.93,-25.42,1,13,1.25,12.12,10.87,869.53,-2.07
23280,0.83,0.67,-18.93,12,18,9.96,12.11,2.15,21.61,-3.66
85027L,1.95,2.42,24.05,12,5,23.4,12.1,-11.3,-48.31,-1.32
22529,0.42,0.34,-20.19,1,36,0.42,12.07,11.65,2773.26,-5.75
84836,1.25,1.01,-19.58,12,12,15.0,12.06,-2.94,-19.58,-1.43
85131D,1.25,1.21,-3.52,12,10,15.0,12.06,-2.94,-19.6,0.67
84987,1.45,1.2,-16.94,1,10,1.45,12.04,10.59,730.61,-1.03
21830,0.83,0.43,-48.28,1,28,0.83,12.02,11.19,1348.11,-1.0
22075,0.39,1.72,339.96,2,7,0.78,12.01,11.23,1439.87,-0.53
22979,1.45,1.2,-17.27,2,10,2.9,12.0,9.1,313.67,-1.69
22108,1.25,2.4,91.86,1,5,1.25,11.99,10.74,859.28,-1.98
23502,1.25,1.0,-20.15,3,12,3.75,11.98,8.23,219.38,-2.87
84950,0.65,0.54,-16.25,12,22,7.8,11.98,4.18,53.54,-1.64
21306,0.29,0.43,47.47,1,28,0.29,11.97,11.68,4029.28,-3.48
35924,2.1,1.71,-18.62,3,7,6.3,11.96,5.66,89.9,-3.17
21064,1.25,5.97,377.85,1,2,1.25,11.95,10.7,855.7,-0.0
22746,2.1,1.71,-18.76,6,7,12.6,11.94,-0.66,-5.22,-2.58
22167,9.95,11.94,20.0,1,1,9.95,11.94,1.99,20.0,-0.6
23294,0.83,0.66,-20.11,8,18,6.64,11.94,5.3,79.75,-3.67
23481,1.25,0.99,-20.45,1,12,1.25,11.93,10.68,854.62,-2.48
22748,2.1,1.7,-18.88,6,7,12.6,11.92,-0.68,-5.36,-2.43
85230B,0.29,0.22,-22.45,24,53,6.96,11.92,4.96,71.25,-3.01
21213,0.55,0.44,-20.04,24,27,13.2,11.87,-1.33,-10.04,-2.92
21584,1.65,1.98,19.91,9,6,14.85,11.87,-2.98,-20.06,0.0
22325,4.95,5.93,19.7,3,2,14.85,11.85,-3.0,-20.2,-0.26
22744,0.79,2.37,199.46,1,5,0.79,11.83,11.04,1397.31,-1.56
22434,1.95,2.36,21.2,8,5,15.6,11.82,-3.78,-24.25,0.0
23218,1.25,1.48,18.09,4,8,5.0,11.81,6.81,136.18,-0.23
23225,1.63,1.07,-34.27,1,11,1.63,11.79,10.16,623.08,-0.91
21417,0.79,1.47,86.25,84,8,66.36,11.77,-54.59,-82.26,-1.6
84970S,0.85,0.98,15.27,24,12,20.4,11.76,-8.64,-42.37,-0.93
21509,0.42,0.35,-17.7,12,34,5.04,11.75,6.71,133.19,-3.19
23508,0.42,0.34,-20.1,3,35,1.26,11.75,10.49,832.16,-5.4
21864,2.1,1.68,-20.17,2,7,4.2,11.74,7.54,179.41,-3.45
47504K,0.79,0.9,14.26,4,13,3.16,11.73,8.57,271.35,-1.95
20661,5.79,3.91,-32.48,1,3,5.79,11.73,5.94,102.56,-3.0
22440,0.42,0.33,-20.24,10,35,4.2,11.72,7.52,179.15,-3.75
84378,1.45,1.06,-26.6,3,11,4.35,11.71,7.36,169.14,-1.87
22891,4.25,3.9,-8.32,2,3,8.5,11.69,3.19,37.52,-1.0
22653,1.95,1.67,-14.38,2,7,3.9,11.69,7.79,199.67,-1.13
21078,0.85,0.69,-19.24,1,17,0.85,11.67,10.82,1272.93,-3.85
22203,1.25,2.91,133.04,3,4,3.75,11.65,7.9,210.72,-1.25
21873,1.25,1.06,-15.32,1,11,1.25,11.64,10.39,831.53,-1.52
21619,1.25,1.29,3.41,2,9,2.5,11.63,9.13,365.37,-2.07
21620,1.25,1.45,16.31,12,8,15.0,11.63,-3.37,-22.46,-1.66
22908,0.85,0.68,-19.52,2,17,1.7,11.63,9.93,584.07,-3.51
22371,3.95,3.87,-1.97,12,3,47.4,11.62,-35.78,-75.49,-2.61
23435,0.79,1.06,33.67,3,11,2.37,11.62,9.25,390.13,0.56
21238,0.85,0.68,-19.68,1,17,0.85,11.61,10.76,1265.43,-3.19
23147,1.45,1.16,-20.04,6,10,8.7,11.59,2.89,33.26,-1.56
23182,0.83,1.05,26.97,1,11,0.83,11.59,10.76,1296.65,-0.38
84951B,0.79,1.29,62.97,1,9,0.79,11.59,10.8,1366.75,0.18
21530,0.79,1.29,62.97,1,9,0.79,11.59,10.8,1366.69,0.23
35648,0.83,1.16,39.53,1,10,0.83,11.58,10.75,1295.3,-0.67
22641,0.79,2.89,265.44,3,4,2.37,11.55,9.18,387.26,-0.52
23217,1.25,1.44,15.43,12,8,15.0,11.54,-3.46,-23.05,-0.98
21240,0.85,0.68,-20.18,8,17,6.8,11.53,4.73,69.62,-3.25
22897,1.45,1.28,-11.84,1,9,1.45,11.51,10.06,693.47,-2.39
21110,6.75,5.75,-14.8,1,2,6.75,11.5,4.75,70.4,-1.7
22696,1.95,1.64,-15.9,1,7,1.95,11.48,9.53,488.69,-3.11
21636,0.75,0.96,27.48,5,12,3.75,11.47,7.72,205.95,0.94
